"Data Dictionary",""
"",""
"--- Time and Location Data ---",""
"timestamp_iso","The exact date and time the record was created on the device (in ISO 8601 format)."
"gps_time_utc","The precise Coordinated Universal Time (UTC) provided by the GPS satellites, used for global time synchronization."
"latitude","The north/south geographic coordinate of the device."
"longitude","The east/west geographic coordinate of the device."
"speed_kmh","The current speed of the vehicle in kilometers per hour."
"heading_deg","The compass direction (0-360 degrees) the vehicle is traveling."
"altitude_m","The elevation of the device above sea level, measured in meters."
"",""
"--- GPS Quality Metrics ---",""
"satellites","The number of GPS satellites the device is currently locked onto. A higher number generally means better location accuracy."
"hdop","Horizontal Dilution of Precision. This is a measure of GPS accuracy. A lower value (typically 1 or 2) indicates high precision, while a higher value indicates lower accuracy."
"",""
"--- Distance Data ---",""
"distance_m","The distance (in meters) of the segment or between points."
"cumulative_distance_m","The cumulative distance (in meters) traveled since the start of the recording session."
"",""
"--- Sensor (IMU) Data ---","These represent the readings from the device's Inertial Measurement Unit (IMU), which detects vibrations caused by road roughness."
"rms_accel_z","RMS vertical acceleration for segments."
"max_accel_z","Max vertical acceleration for segments."
"avg_accel_z","Average vertical acceleration for segments."
"sample_count","Number of samples for segments."
"",""
"--- Road Roughness (IRI) Analytics ---",""
"iri_value","The calculated International Roughness Index. If 0, the vehicle is stationary or the processing engine has not yet begun reporting roughness."
"iri_class","A categorical label (e.g., ""D"") representing the road surface condition based on the IRI value."
"quality_score","A numerical score reflecting the reliability of the IRI calculation."
"quality_grade","A letter grade (e.g., ""F"") summarizing the confidence in the measurement."
"sensor_rate_hz","The sampling frequency of your sensors, measured in Hertz (Hz). e.g., 100 means the device is capturing 100 sensor readings every second."
"",""
"--------------------------------------------------------------------------------------------------------------------------------",""
segment_index,timestamp_iso,gps_time_utc,start_lat,start_lng,end_lat,end_lng,avg_speed_kmh,heading_deg,altitude_m,satellites,hdop,distance_m,cumulative_distance_m,rms_accel_z,max_accel_z,avg_accel_z,sample_count,pitch_deg,roll_deg,lateral_index,context_flag,iri_value,raw_iri,iri_class,iri_standard,quality_score,quality_grade,sensor_rate_hz
33,2026-07-29T17:47:39.263+05:30,2026-07-29T12:17:39.263Z,30.653222,76.690208,30.653303,76.690149,18.634,324,261.69,32,0.47,10.6,453.59,9.560574,10.271539,9.556466,201,0,0,0,NORMAL,0.7594,0.9466,A,WORLD_BANK,81.79,A,100
34,2026-07-29T17:47:41.251+05:30,2026-07-29T12:17:41.251Z,30.653303,76.690149,30.653382,76.690083,18.782,323,261.3,32,0.47,10.78,464.36,9.502713,10.328962,9.495233,201,0,0,0,NORMAL,0.8306,0.9377,A,WORLD_BANK,82.24,A,100
35,2026-07-29T17:47:43.263+05:30,2026-07-29T12:17:43.263Z,30.653382,76.690083,30.653462,76.690021,18.991,323,261.22,32,0.47,10.77,475.13,9.510707,10.826628,9.502661,201,0,0,0,NORMAL,0.9282,0.9377,A,WORLD_BANK,82.24,A,100
36,2026-07-29T17:47:45.267+05:30,2026-07-29T12:17:45.267Z,30.653462,76.690021,30.653539,76.689958,19.081,324,261.03,32,0.47,10.44,485.58,9.485087,10.405526,9.48025,200,0,0,0,NORMAL,0.8475,0.9377,A,WORLD_BANK,82.24,A,99.5
37,2026-07-29T17:47:47.261+05:30,2026-07-29T12:17:47.261Z,30.653539,76.689958,30.653614,76.689893,19.384,324,261.37,32,0.47,10.37,495.95,9.473427,10.48209,9.465617,201,0,0,0,NORMAL,0.9091,0.9012,A,WORLD_BANK,82.85,A,100
38,2026-07-29T17:47:49.254+05:30,2026-07-29T12:17:49.254Z,30.653614,76.689893,30.653692,76.689826,19.259,323,261.56,32,0.47,10.82,506.77,9.414056,10.462949,9.408766,201,0,0,0,NORMAL,1.3798,0.9012,A,WORLD_BANK,82.85,A,100
39,2026-07-29T17:47:51.267+05:30,2026-07-29T12:17:51.267Z,30.653692,76.689826,30.653768,76.689758,18.873,323,261.62,32,0.47,10.68,517.45,9.501496,11.037179,9.48552,201,0,0,0,NORMAL,1.2835,0.9787,A,WORLD_BANK,82.43,A,100
40,2026-07-29T17:47:53.262+05:30,2026-07-29T12:17:53.262Z,30.653768,76.689758,30.653845,76.689688,20.223,323,266.4,32,0.49,10.82,528.27,9.356278,9.793014,9.353345,100,0,0,0,NORMAL,1.0492,0.9787,A,WORLD_BANK,82.43,A,100
41,2026-07-29T17:47:55.247+05:30,2026-07-29T12:17:55.247Z,30.653845,76.689688,30.653939,76.68961,23.929,324,266.4,32,0.48,12.92,541.2,9.448035,10.424667,9.443619,201,0,0,0,NORMAL,1.0341,0.9787,A,WORLD_BANK,82.43,A,100
42,2026-07-29T17:47:57.254+05:30,2026-07-29T12:17:57.254Z,30.653939,76.68961,30.654049,76.689521,26.169,325,260.1,32,0.48,14.86,556.05,9.580663,10.807487,9.575345,199,0,0,0,NORMAL,0.6433,0.9595,A,WORLD_BANK,100,A,99.5
43,2026-07-29T17:47:59.258+05:30,2026-07-29T12:17:59.258Z,30.654049,76.689521,30.654162,76.689425,27.692,323,259.76,32,0.48,15.55,571.6,9.479892,10.348103,9.475656,200,0,0,0,NORMAL,0.7193,0.9595,A,WORLD_BANK,100,A,99.5
44,2026-07-29T17:48:01.256+05:30,2026-07-29T12:18:01.256Z,30.654162,76.689425,30.654277,76.689323,28.739,323,259.68,31,0.5,16.09,587.69,9.514759,10.252398,9.509803,201,0,0,0,NORMAL,0.6919,0.9137,A,WORLD_BANK,100,A,100
45,2026-07-29T17:48:03.255+05:30,2026-07-29T12:18:03.255Z,30.654277,76.689323,30.654401,76.689218,29.656,323,260.17,32,0.48,17.05,604.74,9.467263,10.520372,9.461396,200,0,0,0,NORMAL,1.0519,0.9137,A,WORLD_BANK,100,A,99.5
46,2026-07-29T17:48:05.267+05:30,2026-07-29T12:18:05.267Z,30.654401,76.689218,30.654524,76.689116,29.538,324,259.95,32,0.48,16.78,621.52,9.611919,10.884051,9.603231,200,0,0,0,NORMAL,1.6836,0.9137,A,WORLD_BANK,100,A,100
47,2026-07-29T17:48:07.258+05:30,2026-07-29T12:18:07.258Z,30.654524,76.689116,30.654643,76.689018,28.5,324,259.84,32,0.48,16.23,637.75,9.454334,10.271539,9.449524,201,0,0,0,NORMAL,0.9078,0.9571,A,WORLD_BANK,100,A,99.9
48,2026-07-29T17:48:09.261+05:30,2026-07-29T12:18:09.261Z,30.654643,76.689018,30.65476,76.688926,28.133,325,260.22,32,0.49,15.77,653.52,9.554514,10.558654,9.548085,201,0,0,0,NORMAL,0.9481,0.9571,A,WORLD_BANK,100,A,100
49,2026-07-29T17:48:11.267+05:30,2026-07-29T12:18:11.267Z,30.65476,76.688926,30.654877,76.688821,29.904,323,260.5,32,0.49,16.44,669.96,9.456072,10.558654,9.449624,200,0,0,0,NORMAL,0.8738,0.967,A,WORLD_BANK,100,A,100
50,2026-07-29T17:48:13.266+05:30,2026-07-29T12:18:13.266Z,30.654877,76.688821,30.655006,76.688704,33.233,323,260.87,32,0.49,18.14,688.1,9.466057,10.194975,9.458094,201,0,0,0,NORMAL,1.2254,0.967,A,WORLD_BANK,100,A,100
51,2026-07-29T17:48:15.263+05:30,2026-07-29T12:18:15.263Z,30.655006,76.688704,30.655148,76.688582,35.788,323,261.36,32,0.49,19.67,707.77,9.437502,10.730923,9.425794,200,0,0,0,NORMAL,1.5486,0.967,A,WORLD_BANK,100,A,99.9
52,2026-07-29T17:48:16.263+05:30,2026-07-29T12:18:16.263Z,30.655148,76.688582,30.655223,76.688516,37.237,323,261.44,32,0.49,10.49,718.25,9.805895,11.209448,9.796804,101,0,0,0,NORMAL,1.7829,1.2767,A,WORLD_BANK,100,A,100
53,2026-07-29T17:48:17.257+05:30,2026-07-29T12:18:17.257Z,30.655223,76.688516,30.655297,76.68845,37.493,323,261.72,32,0.47,10.41,728.66,9.286229,10.137552,9.277738,100,0,0,0,NORMAL,1.462,1.2767,A,WORLD_BANK,100,A,100
54,2026-07-29T17:48:18.268+05:30,2026-07-29T12:18:18.268Z,30.655297,76.68845,30.655374,76.688383,37.182,323,261.49,32,0.47,10.6,739.26,9.624123,10.558654,9.616386,101,0,0,0,NORMAL,0.9898,1.2767,A,WORLD_BANK,100,A,99.5
55,2026-07-29T17:48:19.259+05:30,2026-07-29T12:18:19.259Z,30.655374,76.688383,30.655451,76.688319,36.769,323,261.54,32,0.47,10.54,749.8,9.624054,10.48209,9.617491,100,0,0,0,NORMAL,0.9926,1.2767,A,WORLD_BANK,100,A,99.5
56,2026-07-29T17:48:20.250+05:30,2026-07-29T12:18:20.250Z,30.655451,76.688319,30.655525,76.688253,36.342,323,261.5,32,0.47,10.37,760.17,9.431876,10.080129,9.425924,101,0,0,0,NORMAL,1.0204,1.2767,A,WORLD_BANK,100,A,100
57,2026-07-29T17:48:21.258+05:30,2026-07-29T12:18:21.258Z,30.655525,76.688253,30.6556,76.68819,35.604,322,261.88,32,0.47,10.37,770.54,9.33753,10.041847,9.331735,101,0,0,0,NORMAL,1.1351,1.2168,A,WORLD_BANK,100,A,100
58,2026-07-29T17:48:23.262+05:30,2026-07-29T12:18:23.262Z,30.6556,76.68819,30.655742,76.688069,33.705,323,262.28,32,0.47,19.49,790.03,9.220029,10.309821,9.209261,201,0,0,0,NORMAL,1.1753,1.2168,A,WORLD_BANK,100,A,100
59,2026-07-29T17:48:25.265+05:30,2026-07-29T12:18:25.265Z,30.655742,76.688069,30.655867,76.687971,29.845,325,262.16,32,0.47,16.82,806.85,9.434309,10.692641,9.42321,200,0,0,0,NORMAL,1.0228,1.2168,A,WORLD_BANK,100,A,100
60,2026-07-29T17:48:27.263+05:30,2026-07-29T12:18:27.263Z,30.655867,76.687971,30.655971,76.687894,24.364,325,262.52,32,0.47,13.72,820.56,9.485248,10.309821,9.47824,200,0,0,0,NORMAL,1.1421,1.1322,A,WORLD_BANK,100,A,99.5
61,2026-07-29T17:48:30.267+05:30,2026-07-29T12:18:30.267Z,30.655971,76.687894,30.656063,76.687815,16.734,320,266.4,32,0.47,12.76,833.32,9.512856,10.692641,9.505202,302,0,0,0,NORMAL,0.8091,1.1322,A,WORLD_BANK,100,A,100
62,2026-07-29T17:48:47.258+05:30,2026-07-29T12:18:47.258Z,30.656063,76.687815,30.656123,76.687762,6.997,321,260.15,32,0.49,11.28,844.6,9.477157,10.750064,9.471535,1705,0,0,0,NORMAL,1.243,1.0733,A,WORLD_BANK,64.47,A,100
63,2026-07-29T17:48:50.270+05:30,2026-07-29T12:18:50.270Z,30.656123,76.687762,30.656221,76.687683,15.384,326,259.51,32,0.47,13.27,857.87,9.482661,10.156693,9.4784,300,0,0,0,NORMAL,1.0814,1.0733,A,WORLD_BANK,64.47,A,100
64,2026-07-29T17:48:53.263+05:30,2026-07-29T12:18:53.263Z,30.656221,76.687683,30.656327,76.687601,16.768,326,259.16,32,0.47,14.12,871.98,9.476422,10.501231,9.468253,301,0,0,0,NORMAL,0.7811,1.0256,A,WORLD_BANK,77.76,A,100
65,2026-07-29T17:48:55.262+05:30,2026-07-29T12:18:55.262Z,30.656327,76.687601,30.656405,76.68754,18.08,326,258.93,32,0.47,10.44,882.42,9.465255,10.194975,9.459903,201,0,0,0,NORMAL,0.799,1.0256,A,WORLD_BANK,77.76,A,100
66,2026-07-29T17:48:57.256+05:30,2026-07-29T12:18:57.256Z,30.656405,76.68754,30.656487,76.687477,19.123,326,258.52,32,0.47,10.93,893.35,9.536783,10.348103,9.529706,201,0,0,0,NORMAL,0.7689,0.9506,A,WORLD_BANK,81.57,A,100
67,2026-07-29T17:48:59.257+05:30,2026-07-29T12:18:59.257Z,30.656487,76.687477,30.65657,76.687409,19.347,325,267.2,32,0.47,11.3,904.65,9.623078,10.635218,9.614555,201,0,0,0,NORMAL,0.7967,0.9506,A,WORLD_BANK,81.57,A,100
68,2026-07-29T17:49:01.254+05:30,2026-07-29T12:19:01.254Z,30.65657,76.687409,30.656649,76.68734,19.461,323,267.2,32,0.47,10.99,915.64,9.320286,10.156693,9.312096,200,0,0,0,NORMAL,1.1076,0.9899,A,WORLD_BANK,83.15,A,100
69,2026-07-29T17:49:03.251+05:30,2026-07-29T12:19:03.251Z,30.656649,76.68734,30.656729,76.687266,19.613,322,267.2,32,0.47,11.41,927.05,9.565925,10.539513,9.557418,201,0,0,0,NORMAL,1.1562,0.9899,A,WORLD_BANK,83.15,A,99.5
70,2026-07-29T17:49:05.247+05:30,2026-07-29T12:19:05.247Z,30.656729,76.687266,30.656804,76.687191,19.621,321,267.2,32,0.47,11.02,938.07,9.524449,10.405526,9.52066,201,0,0,0,NORMAL,1.1398,0.9899,A,WORLD_BANK,83.15,A,100
71,2026-07-29T17:49:07.254+05:30,2026-07-29T12:19:07.254Z,30.656804,76.687191,30.656882,76.687115,19.697,321,267.2,32,0.47,11.3,949.36,9.432624,10.252398,9.426383,201,0,0,0,NORMAL,1.0757,1.0048,A,WORLD_BANK,83.78,A,100
72,2026-07-29T17:49:09.255+05:30,2026-07-29T12:19:09.255Z,30.656882,76.687115,30.656962,76.687043,19.669,323,267.2,32,0.47,11.25,960.61,9.429351,10.233257,9.422764,201,0,0,0,NORMAL,1.0447,1.0048,A,WORLD_BANK,83.78,A,99.9
73,2026-07-29T17:49:11.265+05:30,2026-07-29T12:19:11.265Z,30.656962,76.687043,30.657037,76.686977,17.58,325,267.2,32,0.49,10.48,971.09,9.603181,10.501231,9.597795,201,0,0,0,NORMAL,1.0998,0.993,A,WORLD_BANK,82.24,A,99.9
74,2026-07-29T17:49:14.263+05:30,2026-07-29T12:19:14.263Z,30.657037,76.686977,30.657131,76.68691,14.772,329,267.2,32,0.49,12.25,983.33,9.472541,10.233257,9.467554,302,0,0,0,NORMAL,0.8499,0.993,A,WORLD_BANK,82.24,A,100
75,2026-07-29T17:49:18.279+05:30,2026-07-29T12:19:18.279Z,30.657131,76.68691,30.657218,76.68688,8.918,340,267.2,32,0.49,10.14,993.47,9.639626,10.884051,9.62703,402,0,0,0,NORMAL,0.8819,1.0009,A,WORLD_BANK,71.7,A,100
76,2026-07-29T17:49:24.255+05:30,2026-07-29T12:19:24.255Z,30.657218,76.68688,30.657259,76.686965,5.593,100,267.2,32,0.49,11.14,1004.61,9.56777,11.286012,9.544879,603,0,0,0,NORMAL,1.5025,1.0326,A,WORLD_BANK,73.6,A,100
77,2026-07-29T17:49:29.276+05:30,2026-07-29T12:19:29.276Z,30.657259,76.686965,30.657193,76.687042,5.947,136,267.2,32,0.49,10.63,1015.24,9.451482,11.783678,9.418908,503,0,0,0,NORMAL,1.6824,1.1136,A,WORLD_BANK,73.6,A,100
78,2026-07-29T17:49:33.260+05:30,2026-07-29T12:19:33.260Z,30.657193,76.687042,30.657098,76.687139,11.301,136,267.2,32,0.49,13.97,1029.21,9.472312,11.362576,9.453428,402,0,0,0,NORMAL,1.6289,1.1457,A,WORLD_BANK,66.38,A,99.5
79,2026-07-29T17:49:36.266+05:30,2026-07-29T12:19:36.266Z,30.657098,76.687139,30.656992,76.687222,15.012,143,267.2,32,0.49,14.28,1043.49,9.51748,10.692641,9.507107,301,0,0,0,NORMAL,1.5611,1.2245,A,WORLD_BANK,76,A,100
80,2026-07-29T17:49:39.268+05:30,2026-07-29T12:19:39.268Z,30.656992,76.687222,30.656889,76.687312,15.997,143,266.9,32,0.49,14.29,1057.78,9.536701,11.24773,9.523509,300,0,0,0,NORMAL,1.6233,1.2245,A,WORLD_BANK,76,A,99.5
81,2026-07-29T17:49:42.274+05:30,2026-07-29T12:19:42.274Z,30.656889,76.687312,30.656786,76.687404,17.02,143,266.9,31,0.49,14.44,1072.22,9.570337,11.152025,9.557281,301,0,0,0,NORMAL,1.4698,1.3194,A,WORLD_BANK,78.94,A,99.9
82,2026-07-29T17:49:45.255+05:30,2026-07-29T12:19:45.255Z,30.656786,76.687404,30.656681,76.687497,17.161,143,266.9,32,0.49,14.7,1086.92,9.539866,11.362576,9.518935,301,0,0,0,NORMAL,1.8386,1.3194,A,WORLD_BANK,78.94,A,100
83,2026-07-29T17:49:48.265+05:30,2026-07-29T12:19:48.265Z,30.656681,76.687497,30.656606,76.687562,11.973,140,266.9,32,0.49,10.42,1097.34,9.608483,11.687973,9.590766,302,0,0,0,NORMAL,2.1768,1.4756,B,WORLD_BANK,78.42,B,99.5
84,2026-07-29T17:50:26.272+05:30,2026-07-29T12:20:26.272Z,30.656606,76.687562,30.65653,76.687619,7.234,147,267,32,0.49,10.27,1107.61,9.480664,11.05632,9.476719,3821,0,0,0,NORMAL,1.6734,1.6325,A,WORLD_BANK,68.59,A,100
